,labeldownstairs,labelupstairs,labelsitting,labelstanding,labelwalking,labeljogging,attitude.roll,attitude.pitch,attitude.yaw,gravity.x,gravity.y,gravity.z,rotationRate.x,rotationRate.y,rotationRate.z,userAcceleration.x,userAcceleration.y,userAcceleration.z
1970-01-01 00:00:00.000,1,0,0,0,0,0,-0.6766395999999999,-1.3536032000000002,-1.476971,-0.13201279999999999,0.9758604,-0.169109,1.4256695999999998,0.04225120000000001,-0.2378564,0.010146599999999999,0.024487599999999998,-0.048301
1970-01-01 00:00:00.100,1,0,0,0,0,0,-0.496341,-1.1605958,-1.2353788,-0.18839619999999999,0.9153381999999999,-0.35053480000000004,2.2500432,-1.1154677999999998,-0.23123059999999995,-0.07302040000000001,0.5396728,0.2213234
1970-01-01 00:00:00.200,1,0,0,0,0,0,-0.43147140000000006,-1.0595202000000001,-1.0753552000000002,-0.20464600000000002,0.8721055999999999,-0.444367,0.10034679999999993,-0.0774868,0.30554899999999996,-0.18618700000000002,-0.06096360000000001,0.3003236
1970-01-01 00:00:00.300,1,0,0,0,0,0,-0.42562239999999996,-1.1317096,-1.0908099999999998,-0.1749204,0.9044597999999999,-0.38706159999999995,-1.3544344000000001,0.301504,0.24341340000000003,0.06226480000000001,-0.5257824,0.188484
1970-01-01 00:00:00.400,1,0,0,0,0,0,-0.6290712,-1.2894830000000002,-1.3569676,-0.15935259999999998,0.9600728000000001,-0.22513500000000003,-1.651775,0.3245058,-0.18875899999999998,0.0913198,0.022748799999999993,-0.062044600000000005
1970-01-01 00:00:00.500,1,0,0,0,0,0,-0.8398200000000001,-1.3521176000000001,-1.5381564,-0.1608818,0.9761108000000001,-0.1450822,-0.3844078,-1.1187011999999998,0.24987239999999997,-0.0733468,0.06412359999999999,-0.1970622
1970-01-01 00:00:00.600,1,0,0,0,0,0,-0.973018,-1.4133822,-1.6243660000000002,-0.12929859999999999,0.9875626000000001,-0.0880336,-0.17256239999999995,0.32665939999999993,0.2806922,-0.23314659999999998,0.3795058,0.048159999999999974
1970-01-01 00:00:00.700,1,0,0,0,0,0,-0.9516832000000001,-1.4102918,-1.6328334000000002,-0.1301482,0.9871338,-0.0925466,-0.09009059999999999,0.3995476,0.0438162,0.06924119999999997,0.4319851999999999,0.12967440000000002
1970-01-01 00:00:00.800,1,0,0,0,0,0,-0.9256142,-1.4121134000000002,-1.6188973999999998,-0.12626500000000002,0.9874266,-0.094906,-0.016836399999999994,-0.09579359999999999,-0.18214139999999998,-0.0322802,-0.2384764,-0.0293466
1970-01-01 00:00:00.900,1,0,0,0,0,0,-0.9779826,-1.3868908,-1.7007151999999999,-0.1515808,0.983108,-0.1021966,0.0520644,0.87537,-0.2032012,0.042709399999999995,-0.22096479999999996,-0.0708076
1970-01-01 00:00:01.000,1,0,0,0,0,0,-0.7488592,-1.3520636,-1.564645,-0.1443756,0.9756360000000001,-0.1601458,1.302628,0.5223053999999999,-0.160471,0.1016084,0.04957160000000001,-0.1481246
1970-01-01 00:00:01.100,1,0,0,0,0,0,-0.5138782,-1.1479253999999999,-1.254871,-0.20070559999999998,0.9106059999999999,-0.3572126,2.068028,-1.2675332,-0.11350500000000001,-0.026360600000000005,0.4050254,0.3130748
1970-01-01 00:00:01.200,1,0,0,0,0,0,-0.4224896,-1.1057154,-1.0939724,-0.18415659999999998,0.893613,-0.40867519999999996,-0.38370420000000005,0.050163599999999996,0.591512,-0.0760758,-0.068143,0.26667680000000005
1970-01-01 00:00:01.300,1,0,0,0,0,0,-0.47151840000000006,-1.2291257999999998,-1.1423182,-0.149539,0.9412952000000001,-0.2987946,-1.6531526000000003,-0.1122152,0.10215319999999999,-0.035983799999999996,-0.3423604,0.14446720000000002
1970-01-01 00:00:01.400,1,0,0,0,0,0,-0.8053872,-1.3383804,-1.4613302,-0.16441,0.9730095999999999,-0.1597792,-0.9321354,-0.31629760000000007,-0.10256140000000002,-0.07253779999999999,-0.10842840000000001,-0.08786180000000002
1970-01-01 00:00:01.500,1,0,0,0,0,0,-1.0461394,-1.3821620000000001,-1.692581,-0.16091039999999998,0.9821845999999999,-0.094535,-0.6972674,-0.5181158,0.1866894,0.004810000000000014,0.1114432,-0.041533799999999996
1970-01-01 00:00:01.600,1,0,0,0,0,0,-1.0529232,-1.3982592000000003,-1.6706274,-0.1473158,0.9850936000000001,-0.08550980000000001,0.5881792000000001,0.2256812,-0.027047799999999993,-0.2300338,0.3633194,0.021599600000000004
1970-01-01 00:00:01.700,1,0,0,0,0,0,-1.0174674,-1.3920211999999998,-1.6687391999999999,-0.1511996,0.9840325999999999,-0.0935144,-0.27263539999999997,0.4384064,0.0025592,0.1683842,0.17503399999999997,0.09380120000000004
1970-01-01 00:00:01.800,1,0,0,0,0,0,-1.0710362,-1.391306,-1.7480798,-0.1565876,0.9839338,-0.0854886,-0.1390692,0.254806,-0.1795794,-0.0318154,-0.11755499999999999,0.005450000000000005
1970-01-01 00:00:01.900,1,0,0,0,0,0,-1.132665,-1.3788488,-1.8667638,-0.17272919999999997,0.981632,-0.08092099999999999,-0.06730420000000001,0.8353851999999999,-0.13623899999999997,0.1468046,-0.1855716,-0.0708738
1970-01-01 00:00:02.000,1,0,0,0,0,0,-0.9527502,-1.3678031999999998,-1.747767,-0.1629302,0.9793996,-0.1171122,0.6981642000000001,0.36095900000000003,0.040418,0.0951536,-0.11231580000000001,-0.11747020000000001
1970-01-01 00:00:02.100,1,0,0,0,0,0,-0.6172622,-1.2496638,-1.3964744,-0.1785924,0.9477876000000001,-0.258439,1.9304054000000002,-0.36244540000000003,-0.0818554,-0.0613216,0.5008054000000001,0.001911000000000007
1970-01-01 00:00:02.200,1,0,0,0,0,0,-0.4514154,-1.1469808000000001,-1.1645094,-0.1792958,0.9114715999999999,-0.37004400000000004,0.49699839999999995,-0.4421246,0.21353940000000002,-0.1494914,0.13823219999999997,0.2673554
1970-01-01 00:00:02.300,1,0,0,0,0,0,-0.44038639999999996,-1.1992976,-1.1448861999999997,-0.15424780000000002,0.9311877999999998,-0.32830279999999995,-1.1428487999999999,0.002871600000000002,0.3752078,-0.06380340000000001,-0.3483966,0.2500708
1970-01-01 00:00:02.400,1,0,0,0,0,0,-0.6396805999999999,-1.3142122,-1.34686,-0.1494034,0.9670683999999999,-0.2036772,-1.015133,-0.28659439999999997,-0.1798594,0.07552059999999998,-0.16944599999999999,0.04962760000000001
1970-01-01 00:00:02.500,1,0,0,0,0,0,-0.8866799999999999,-1.3701092,-1.5731626,-0.1533304,0.9797546,-0.12661799999999998,-0.7585228,-0.0396656,0.183744,-0.1389396,-0.18231519999999998,-0.06582600000000001
1970-01-01 00:00:02.600,1,0,0,0,0,0,-1.1972270000000003,-1.4136652,-1.8432665999999998,-0.1441068,0.9876318000000002,-0.057812199999999994,-0.618738,-0.8450842,0.1334098,-0.0562748,0.16553919999999997,-0.102851
1970-01-01 00:00:02.700,1,0,0,0,0,0,-1.4516107999999999,-1.4371592000000002,-2.0815874,-0.1322022,0.99107,-0.015945800000000003,0.025903999999999983,0.20656060000000004,-0.05336519999999999,-0.1759554,0.4474524000000001,-0.0005548000000000081
1970-01-01 00:00:02.800,1,0,0,0,0,0,-1.3367552,-1.4301778,-2.0046513999999998,-0.1362696,0.9901258000000001,-0.0324216,-0.0018515999999999977,0.5575132,0.06435060000000001,0.1857936,0.015177999999999992,0.1312678
1970-01-01 00:00:02.900,1,0,0,0,0,0,-1.364318,-1.4266716000000002,-2.0436122,-0.1405328,0.9896255999999999,-0.029448600000000002,0.0339388,-0.0196732,-0.1211716,0.007253000000000004,-0.1396682,-0.06485080000000001
1970-01-01 00:00:03.000,1,0,0,0,0,0,-1.2459538,-1.401992,-1.9459834,-0.15876459999999998,0.9857471999999999,-0.053991,0.3320208,0.508443,-0.20778780000000002,0.032602,-0.22071400000000002,-0.0432992
1970-01-01 00:00:03.100,1,0,0,0,0,0,-1.0155408000000001,-1.3729989999999999,-1.7687270000000002,-0.16606079999999998,0.9804446,-0.103945,0.6035812,0.5061994,-0.08324859999999999,0.12436480000000001,0.010262599999999988,-0.12113739999999999
1970-01-01 00:00:03.200,1,0,0,0,0,0,-0.621548,-1.2547772,-1.3843831999999998,-0.17513240000000002,0.9488894,-0.2542244,2.1964183999999998,-0.3109012,-0.1052476,-0.20398139999999998,0.5807763999999999,0.11917140000000001
1970-01-01 00:00:03.300,1,0,0,0,0,0,-0.44985580000000003,-1.1309770000000001,-1.162921,-0.18491719999999998,0.9047637999999999,-0.38340440000000003,0.4725022,-0.14068260000000002,0.1134422,0.006184800000000004,-0.034719999999999994,0.2980592
1970-01-01 00:00:03.400,1,0,0,0,0,0,-0.4811942,-1.1919656,-1.1730871999999999,-0.1702256,0.9285302000000002,-0.3279092,-1.2366092,-0.08607060000000001,0.24543020000000007,-0.024293199999999994,-0.4912928,0.2649086
